store_name,StoreNumber,State,City,Address,HighwayOrExit,Zip,Latitude,Longitude,DEFLanes,ParkingSpaces,StoreType,Phone,Fax,Unleaded,Midgrade,Premium,Diesel,Blend,Propane,BulkDEF,Restaurants
Love's Travel Center,332,OH,Burbank,10145 Avon Lake Rd.,I-71 / 204,44214,40.996205,-81.995846,7,120,Travel Stop,(330) 624-1000,(330) 624-1003,2.849,3.349,3.799,4.089,,3.999,4.489,"Hardee's,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,879,IN,Huntington,1379 Flaxmill Rd,US Hwy-24 / Flaxmill Rd,46750,40.887716,-85.52357,4,39,Travel Stop,(260) 504-4051,(260) 504-4052,2.749,3.249,3.749,3.999,,,4.489,"Taco John's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches"
Love's Travel Center,207,CA,Coachella,45-761 Dillon Rd.,I-10 / 146,92236,33.717419,-116.171266,6,104,Travel Stop,(760) 775-3401,(760) 775-3409,4.049,4.349,4.649,5.189,B20,9.009,4.589,"Carl's Jr.,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,504,OH,North Lima,10727 Market St,I-76 / 232/OH Hwy-7,44452,40.962632,-80.658458,8,108,Travel Stop,(330) 542-7028,(330) 542-7029,2.859,3.359,3.859,4.189,,,4.489,"Hardee's,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,959,CO,Alamosa,138 Broadway Ave,Hwy-160 / 1st St,81101,37.471499,-105.857969,0,0,Country Store,(719) 298-5219,(719) 298-5220,2.899,3.299,3.699,,,,,"Godfather's Pizza,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,813,OH,North Canton,4898 Shuffel St NW,I-77 / 112/Shuffel St,44720,40.898929,-81.437124,9,70,Travel Stop,(330) 526-7126,(330) 526-7127,2.599,3.099,3.599,4.049,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,555,OH,Delphos,1910 E 5th St,US Hwy-30 / Lincoln Hwy,45833,40.847803,-84.312626,8,86,Travel Stop,(740) 340-3166,(740) 340-3167,2.809,3.309,3.759,3.949,,3.499,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Tacos"
Love's Travel Center,693,OH,Upper Sandusky,1301 N Warpole St,Hwy 30/23 / Hwy 199,43351,40.855721,-83.300795,7,68,Travel Stop,(419) 209-0950,(419) 209-0956,2.599,3.099,3.599,4.149,,2.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,553,AZ,Williams,1055 N Grand Canyon Blvd,I-40 / 163,86046,35.262781,-112.193587,8,90,Travel Stop,(928) 635-9958,(928) 635-9862,2.889,3.289,3.589,4.089,,3.999,4.589,"Carl's Jr.,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,867,IL,Normal,2007 N Main St,I-55 / EB-165B/WB-165,61761,40.541664,-88.998009,9,111,Travel Stop,(309) 445-6881,(309) 445-6882,2.999,3.499,3.949,3.999,B12,3.499,4.489,"Bojangles,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,455,KS,Ellis,200 Washington Street,I-70 / 145,67637,38.947691,-99.560096,4,49,Travel Stop,(785) 726-2528,(785) 726-2529,2.499,2.849,3.149,3.949,,,4.189,"Dairy Queen,Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,660,CO,Walsenburg,99800 Interstate 25,I-25 / 49/I-25BL,81089,37.616621,-104.75598,6,46,Travel Stop,(719) 738-2141,(719) 738-2135,2.619,3.019,3.369,3.489,,3.999,4.489,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,235,MO,Saint Joseph,4601 S. Leonard Rd.,I-29 / 44,64507,39.72238,-94.786901,8,110,Travel Stop,(816) 279-8870,(816) 279-8725,2.559,2.959,3.259,3.789,B12,,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,358,PA,Hamburg,3700 Mountain Road,I-78 / 23,19526,40.517378,-76.111101,7,60,Travel Stop,(610) 488-8840,(610) 488-8843,2.899,3.349,3.749,4.689,,3.999,4.789,"McDonald's,Subway"
Love's Travel Center,23,CO,Lamar,605 N Main St,Hwy 287/50 / Larmar Canal Rd,81052,38.095707,-102.62027,3,20,Travel Stop,(719) 336-5202,(719) 336-5202,2.579,2.979,3.329,3.599,,,4.349,"Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,711,OH,Bellville,976 State Route 97 W,I-71 / 165/Hwy-97,44813,40.652891,-82.546018,8,73,Travel Stop,(419) 886-0034,(419) 886-0283,2.839,3.339,3.839,4.189,,3.999,4.489,"Subway,Taco John's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches"
Love's Travel Center,837,MO,Cameron,1601 E Evergreen St,I-35 / 52/MO Hwy-BB,64429,39.732108,-94.218446,8,120,Travel Stop,(816) 312-6061,(816) 312-6062,2.579,2.979,3.279,3.849,,,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,323,IN,Marion,253 Tippy Ditch Rd,I-69 / 264,46952,40.554335,-85.548979,7,36,Travel Stop,(765) 662-6462,(765) 662-6778,2.959,3.459,3.959,4.249,,3.479,4.489,"McDonald's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,367,IL,Le Roy,505 S Persimmon Dr,I-74 / 149,61752,40.340395,-88.760803,7,72,Travel Stop,(309) 962-3060,(309) 962-3093,2.999,3.499,3.949,4.049,B12,3.999,4.489,"Arby's,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,655,KS,Scott City,1720 S Main Street,HWY 83 / ,67871,38.464661,-100.906407,4,53,Travel Stop,(620) 872-5727,(620) 872-5739,2.199,2.549,2.849,3.649,,3.999,4.089,"Godfather's Pizza,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,874,IN,Lafayette,2400 E 200 N,I-65 / 175/IN Hwy-25,47905,40.452717,-86.850201,9,64,Travel Stop,(765) 420-7030,(765) 420-7034,2.889,3.389,3.889,4.249,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,366,PA,Jonestown ,22 Old Forge Rd.,I-81 / 90,17038,40.450148,-76.515328,8,84,Travel Stop,(717) 861-7390,(717) 861-7392,3.099,3.549,3.949,4.689,,,4.789,"Chester's,McDonald's,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,621,MO,Bevier,1402 State Highway O,Hwy 36 / Route 0,63532,39.762037,-92.563654,7,75,Travel Stop,(660) 773-5500,(660) 773-5507,2.399,2.799,3.099,3.889,,3.999,4.489,"Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,810,OH,Bellefontaine,2001 State Route 540,US Hwy-33 / OH Hwy-540 E/Sandusky Ave,43311,40.371804,-83.725684,8,135,Travel Stop,(937) 565-6089,(937) 565-6090,2.699,3.199,3.649,4.089,,3.979,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,710,IN,Tipton,1875 Campbell Crossing,Hwy 31 / CR 28,46072,40.276444,-86.130021,8,88,Travel Stop,(765) 963-4167,(765) 963-4170,2.699,3.199,3.699,4.289,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,404,NJ,Bordentown,2008 Hwy 206 S.,I-295 / 56 NB / 52A SB,8505,40.119963,-74.707648,7,82,Travel Stop,(609) 324-1005,(609) 324-1933,2.799,3.249,3.649,4.289,,,4.789,Wendy's
Love's Travel Center,732,KS,Abilene,2322 Fair Rd,I-70 / 272/Fair Rd,67410,38.933422,-97.258115,7,74,Travel Stop,(785) 263-3390,(785) 263-3403,2.379,2.729,3.029,3.949,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,750,IL,Oakwood,17919 Newtown Rd,I-74 / 206,61858,40.130598,-87.777316,7,67,Travel Stop,(217) 354-3854,(217) 354-3876,2.699,3.199,3.649,4.049,B12,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,535,PA,Londonderry,3555 Vine St,Hwy 283 / Vine St,17057,40.22626,-76.720249,8,71,Travel Stop,(717) 948-1840,(717) 948-1847,3.059,3.509,3.909,4.589,,3.999,4.789,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,407,PA,Carlisle,1165 Harrisburg Pike,I-81 / 52B NB/52 SB,17013,40.230349,-77.144086,9,108,Travel Stop,(717) 240-0055,(717) 240-0057,3.099,3.549,3.949,4.689,,,4.789,"Wendy's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,249,IL,Williamsville,991 Ann Rutledge Rd.,I-55 / 109 @ Hwy 123,62693,39.960959,-89.562296,6,59,Travel Stop,(217) 566-3448,(217) 566-3465,2.999,3.499,3.949,4.089,B12,3.999,4.489,"McDonald's,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,1035,CO,Trinidad,1001 El Moro Rd,I-25 / 18/El Moro Rd,81082,37.226673,-104.489311,6,65,Travel Stop,(719) 967-4032,(719) 967-4033,2.789,3.189,3.539,3.489,,,4.589,"Arby's,Dunkin',Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,747,OH,Sidney,2241 Fair Rd,I-75 / 90/Fair Rd,45365,40.265328,-84.186013,9,130,Travel Stop,(937) 492-1163,(937) 492-1087,2.649,3.149,3.599,4.089,,3.999,4.489,"Godfather's Pizza,Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,769,KS,Topeka,1811 NW Brickyard Road,Hwy 75 / NW 17th St,66618,39.082097,-95.725992,6,75,Travel Stop,(785) 357-8302,(785) 357-8309,2.579,2.929,3.229,3.679,B12,,4.389,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,746,IL,Decatur,3925 County Fair Dr,I-72 / 138/IL-121,62526,39.892562,-89.002884,7,51,Travel Stop,(217) 875-8035,(217) 875-8046,2.799,3.299,3.749,3.849,B12,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,656,KS,Holcomb,1500 N Jones Ave,US-400/480/50 / N Big Lowe Rd,67851,38.000876,-100.996727,4,50,Travel Stop,(620) 277-2240,(620) 277-2251,2.199,2.549,2.849,3.939,,9.999,4.489,"Godfather's Pizza,Subway"
Love's Travel Center,286,AZ,Quartzsite,760 S. Quartzsite Blvd.,I-10 / 17,85346,33.657299,-114.241226,6,81,Travel Stop,(928) 927-8570,(928) 927-8576,2.869,3.269,3.569,4.249,,3.999,4.589,"Chester's,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,749,CA,Westmorland,551 West Main Street,Hwy 86 / Martin Rd,92281,33.037837,-115.629103,7,84,Travel Stop,(760) 351-8725,(760) 351-8754,4.099,4.399,4.699,5.289,B20,4.499,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,175,KS,Topeka,Mile 188 Kansas Turnpike,I-70 / Mile 188,66608,39.019541,-95.508871,6,100,Travel Stop,(785) 379-0417,,2.649,3.099,3.399,3.749,,,4.389,"Godfather's Pizza,McDonald's,Sandwiches,Tacos"
Love's Travel Center,669,MO,New London,17550 Highway 19,Hwy 61 / Hwy 19,63459,39.573995,-91.402271,7,119,Travel Stop,(573) 985-5683,(573) 985-5685,2.699,3.099,3.399,3.889,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,93,KS,Garden City,3285 E US Highway 50,US Hwy-50/400 / Harvest St,67846,37.960711,-100.833489,3,30,Travel Stop,(620) 272-0607,(620) 272-0569,2.199,2.549,2.849,3.689,,,4.089,"Godfather's Pizza,Subway"
Love's Travel Center,687,IL,South Jacksonville,201 Loves Dr,I-72 / 64 @ Hwy 267,62650,39.689652,-90.230048,6,69,Travel Stop,(217) 243-0400,(217) 243-0420,2.799,3.299,3.749,4.149,B12,,4.489,"Taco John's,Chicken Drumsticks,Salads/Parfaits,Sandwiches"
Love's Travel Center,971,AZ,Winslow,720 Transcon Ln,I-40 / 255/Transcon Ln,86047,35.019187,-110.672331,9,81,Travel Stop,(928) 288-6037,(928) 288-6040,2.919,3.319,3.619,4.189,,,4.349,"Arby's,Dunkin',Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,786,MO,Kansas City,3201 N Ameristar Dr,MO Hwy-210 / N Ameristar Dr,64161,39.153514,-94.475964,8,110,Travel Stop,(816) 381-8288,(816) 381-8289,2.599,2.999,3.299,3.789,B12,3.999,4.489,"McDonald's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,459,IN,Whitestown,4155 S Indianapolis Rd,I-65 / 133,46075,39.979492,-86.395742,9,90,Travel Stop,(317) 769-2330,(317) 769-2333,2.759,3.259,3.759,4.249,,,4.489,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,600,IN,Pendleton,9000 Interpark Dr,I-69 / 214,46064,39.992157,-85.845121,7,100,Travel Stop,(317) 485-2198,(317) 485-4179,2.759,3.259,3.759,4.189,,3.999,4.489,"Chester's,McDonald's"
Love's Travel Center,173,KS,Lawrence,209 Kansas Turnpike,I-70 / Mile 209,66044,39.019971,-95.135161,5,100,Travel Stop,(785) 843-2547,,2.649,3.099,3.399,3.649,,,4.389,"Godfather's Pizza,McDonald's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,563,OH,Belmont,66320 Belmont-Morristown Rd,I-70 / 208/OH-149,43718,40.056855,-81.053671,9,121,Travel Stop,(740) 330-6000,(740) 330-6001,2.659,3.159,3.609,4.149,,3.499,4.489,"Godfather's Pizza,Hardee's,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,798,IL,Tuscola,809 Moore Ave,I-57 / 212/US Hwy-36,61953,39.793161,-88.266061,8,85,Travel Stop,(217) 253-6855,(217) 253-6866,2.449,2.949,3.399,4.189,B12,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,319,IN,Pittsboro,780 Jeff Gordon Blvd.,I-74 / 61,46167,39.877254,-86.473992,7,82,Travel Stop,(317) 892-2938,(317) 892-2956,2.579,3.079,3.579,4.349,,3.999,4.489,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,722,AZ,Mayer,14414 S Cross L Rd,I-17 / 263/Arcosanti Rd,86333,34.334818,-112.117712,6,53,Travel Stop,(928) 227-9764,(928) 227-9765,2.899,3.299,3.599,4.089,,3.499,4.489,"Arby's,Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,969,OH,West Jefferson,540 Timmons Way,I-70 / 80/OH-29,43162,39.956789,-83.335457,7,80,Travel Stop,(614) 379-9312,(614) 379-9313,2.889,3.389,3.839,3.949,,9.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,221,OH,Zanesville,605 Sonora Rd.,I-70 / 160,43701,39.968384,-81.90321,9,80,Travel Stop,(740) 453-8506,(740) 453-8579,2.779,3.279,3.729,4.149,,3.999,4.489,"Arby's,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,215,NM,Gallup,3380 W. 66th,I-40 / 16,87301,35.505681,-108.833921,8,36,Travel Stop,(505) 863-3849,(505) 863-4871,2.399,2.799,3.149,3.989,,4.589,4.589,"Chester's,Subway,Tacos"
Love's Travel Center,892,OH,Etna,9901 Schuster Way,I-70 / 118/State Hwy-310 S,43018,39.944873,-82.679506,9,117,Travel Stop,(740) 963-7134,(740) 963-7135,2.649,,,4.139,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,278,AZ,Joseph City,4703 Main St.,I-40 / 277,86032,34.954751,-110.311242,7,58,Travel Stop,(928) 288-3726,(928) 288-3738,2.959,3.359,3.659,4.189,,3.999,4.589,"Chester's,Subway"
Love's Travel Center,222,IN,Richmond ,2698 US 35 N.,I-70 / 149B @ Hwy 35,47374,39.870945,-84.933264,7,130,Travel Stop,(765) 939-8136,(765) 939-0749,2.299,2.799,3.299,4.149,,3.999,4.489,"Hardee's,Chicken Drumsticks,Sandwiches"
Love's Travel Center,601,IN,Knightstown,6190 South State Route 109,I-70 / 115,46148,39.843649,-85.557514,8,89,Travel Stop,(765) 785-2060,(765) 785-2067,2.799,3.299,3.799,4.149,,3.999,4.489,"McDonald's,Subway,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,605,OH,Springfield,1725 Ridge Rd,I-70 / 59 @ Hwy 41,45502,39.893548,-83.722517,10,112,Travel Stop,(937) 325-2961,(937) 325-3129,2.399,2.899,3.399,3.949,,,4.389,"Subway,Wendy's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,809,MO,Bates City,500 N D Highway,I-70 / 31/MO Hwy-D,64011,39.012924,-94.067843,8,107,Travel Stop,(816) 625-0801,(816) 690-3774,2.589,2.989,3.289,3.789,,3.999,4.489,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,608,KS,McPherson,2400 E Kansas Ave,I-135 / 60,67460,38.370121,-97.614911,7,84,Travel Stop,(620) 241-4078,(620) 241-4149,2.329,2.679,2.979,3.949,B20,3.999,4.489,"Hardee's,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,744,OH,Obetz,6023 Alum Creek Drive,I-270 / 49/2-mi S on Alum Crk Rd,43137,39.84506,-82.937652,10,90,Travel Stop,(614) 491-8477,(614) 491-8639,2.899,3.399,3.899,4.149,,,4.489,"Godfather's Pizza,Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,682,MD,Hagerstown,14188 Perini Ave,I-81 / 10A,21742,39.7007,-77.7338,8,84,Travel Stop,(301) 393-3740,(301) 393-3742,2.599,3.099,3.499,4.289,,3.999,4.889,"Subway,Wendy's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,427,OH,Dayton,2217 S Edwin C Moses Blvd,I-75 / 51,45417,39.732978,-84.208953,8,112,Travel Stop,(937) 222-5202,(937) 222-5237,2.499,2.999,3.499,4.049,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,254,IN,Mooresville,2299 Koger St,I-70 / 59,46158,39.615839,-86.478508,8,95,Travel Stop,(317) 539-5473,(317) 539-5516,2.599,3.099,3.599,4.249,,2.949,4.489,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,558,KS,Dodge City,2505 E Trail Street,Hwy 400 / E Trail St,67801,37.745046,-99.980198,6,110,Travel Stop,(620) 227-5380,(620) 227-5387,2.399,2.749,3.049,3.989,,,4.489,"Buffalo Wild Wings GO,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,872,OH,Lancaster,3799 Lancaster-Circleville Rd SW,US Hwy-33 / 150,43130,39.716026,-82.670894,6,68,Travel Stop,(740) 277-4740,(740) 277-4741,2.759,3.259,3.759,3.749,,3.499,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,537,MD,Cumberland,13300 Ali Ghan Road NE,I-68 / E46/W47,21502,39.672643,-78.716666,7,90,Travel Stop,(301) 759-0170,(301) 759-0174,2.999,3.499,3.899,4.389,,3.999,4.889,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,451,IN,Whiteland,5115 N. 300 E.,I-65 / 95,46184,39.551539,-86.044627,8,70,Travel Stop,(317) 535-8741,(317) 535-9126,2.959,3.459,3.959,4.289,,3.699,4.489,Arby's
Love's Travel Center,258,KS,Ottawa,203 E 27th St,I-35 / 183,66067,38.572786,-95.265489,8,78,Travel Stop,(785) 242-2882,(785) 242-2608,2.399,2.749,3.049,3.789,B12,,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,347,MO,Boonville,2501 W. Ashley Rd.,I-70 / 101,65233,38.933867,-92.77955,8,102,Travel Stop,(660) 882-7770,(660) 882-7448,2.429,2.829,3.129,3.849,B12,,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,352,OH,Jeffersonville ,13023 US 35,I-71 / 65,43128,39.620768,-83.612786,10,141,Travel Stop,(740) 948-2342,(740) 948-2372,2.579,3.079,3.579,4.049,,3.799,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,616,MO,Harrisonville,2611 S Brookhart Dr,I-49 / 158,64701,38.636271,-94.356021,7,88,Travel Stop,(816) 887-2050,(816) 887-2053,2.559,2.959,3.259,3.789,B15,3.999,4.489,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,703,KS,South Hutchinson,3 Des Moines West,Hwy 50 / Hwy 96,67505,38.014167,-97.942004,5,54,Travel Stop,(620) 662-2778,(620) 662-2782,2.459,2.809,3.109,3.949,,0.009,4.489,"Sonic,Chicken Drumsticks,Tacos"
Love's Travel Center,690,OH,Circleville,25727 Duroc St,Hwy 23 / Pittsburgh Rd,43113,39.556927,-82.95828,8,101,Travel Stop,(740) 474-4126,(740) 474-4181,2.959,3.459,3.959,4.189,,3.499,4.489,"Taco John's,Salads/Parfaits,Sandwiches"
Love's Travel Center,391,IN,Saint Paul,7880 N Old US Highway 421,I-74 / 123,47272,39.449756,-85.626449,8,69,Travel Stop,(765) 525-6808,(765) 525-6814,2.679,3.179,3.679,4.289,,3.999,4.489,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,664,IN,Terre Haute,1730 E Harlan Drive,Hwy 41 / Harlan Dr,47802,39.347895,-87.389742,6,70,Travel Stop,(812) 298-9812,(812) 298-9815,2.859,3.359,3.859,4.189,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,688,IL,Greenup,203 N Haughton Hwy,I-70 / 119 @ SR-130,62428,39.253591,-88.152286,9,170,Travel Stop,(217) 923-3220,(217) 923-3223,2.929,3.429,3.879,4.189,B12,3.999,4.489,"Godfather's Pizza,Naf Naf Grill,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,788,MO,New Florence,482 Tree Farm Rd,I-70 / 175/Hwy 19 S,63363,38.898122,-91.453613,8,89,Travel Stop,(573) 835-3100,(573) 835-3103,2.599,2.999,3.299,3.849,,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,349,AZ,Yuma,2931 E Gila Ridge Rd,I-8 / 3,85365,32.686341,-114.582581,7,80,Travel Stop,(928) 341-9100,(928) 341-9105,2.959,3.359,3.659,3.989,,3.999,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,176,KS,Cassoday,Mile 97 Kansas Turnpike,I-35 / Mile 97,66842,38.095391,-96.579511,4,17,Travel Stop,(620) 735-4485,,2.699,3.149,3.449,3.949,,,4.489,"Dairy Queen,Subway,Sandwiches,Tacos"
Love's Travel Center,257,NM,Milan,257 Horizon Blvd,I-40 / 79,87021,35.183319,-107.899758,6,66,Travel Stop,(505) 287-2981,(505) 287-2982,2.699,3.099,3.449,3.989,,9.009,4.589,"Chester's,Godfather's Pizza,Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,280,AZ,Buckeye,1610 S Miller Rd,I-10 / 114,85326,33.431284,-112.591725,6,48,Travel Stop,(623) 386-6926,(623) 386-7462,3.499,3.899,4.199,3.989,,3.999,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,302,OK,Boise City,1100 East Main Street,Hwy 287 / Foreman Ave,73933,36.729194,-102.5003,5,60,Travel Stop,(580) 544-4431,(580) 544-4434,2.659,3.109,3.409,3.949,,,4.589,"Godfather's Pizza,Subway"
Love's Travel Center,695,KS,Cunningham,445 E Leiter Ave,Hwy 400 / 170th Ave,67035,37.640311,-98.428243,3,37,Travel Stop,(620) 298-2061,(620) 298-2066,2.599,2.949,3.249,3.989,,,4.489,"Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,578,IL,Hamel,9191 State Route 140,I-55 / 30,62046,38.890041,-89.834322,7,100,Travel Stop,(618) 633-2883,(618) 633-2845,2.989,3.489,3.939,4.049,B12,3.999,4.489,"McDonald's,Subway"
